"","dependent.var","independent.var","independent.var.value","dependent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"142","When did you arrive in the current baladiya?",NA,"NA","2017-09-01",0.00636942675159236,NA,-0.00611442028369462,0.0188532737868793,NA,NA
"152","When did you arrive in the current baladiya?",NA,"NA","2017-10-01",0.0191082802547771,NA,-0.00237532318315286,0.040591883692707,NA,NA
"162","When did you arrive in the current baladiya?",NA,"NA","2017-12-01",0.00636942675159236,NA,-0.00611442028369463,0.0188532737868793,NA,NA
"172","When did you arrive in the current baladiya?",NA,"NA","2018-01-01",0.0127388535031847,NA,-0.0048592953301402,0.0303370023365096,NA,NA
"182","When did you arrive in the current baladiya?",NA,"NA","2018-02-01",0.0191082802547771,NA,-0.00237532318315286,0.040591883692707,NA,NA
"192","When did you arrive in the current baladiya?",NA,"NA","2018-03-01",0.00636942675159236,NA,-0.00611442028369464,0.0188532737868794,NA,NA
"202","When did you arrive in the current baladiya?",NA,"NA","2018-04-01",0.00636942675159236,NA,-0.00611442028369464,0.0188532737868794,NA,NA
"216","When did you arrive in the current baladiya?",NA,"NA","2018-05-01",0.0191082802547771,NA,-0.00237532318315285,0.040591883692707,NA,NA
"222","When did you arrive in the current baladiya?",NA,"NA","2018-06-01",0.0318471337579618,NA,0.00429260832942457,0.059401659186499,NA,NA
"231","When did you arrive in the current baladiya?",NA,"NA","2018-07-01",0.0191082802547771,NA,-0.00237532318315285,0.040591883692707,NA,NA
"241","When did you arrive in the current baladiya?",NA,"NA","2018-08-01",0.00636942675159236,NA,-0.00611442028369466,0.0188532737868794,NA,NA
"251","When did you arrive in the current baladiya?",NA,"NA","2018-09-01",0.0318471337579618,NA,0.00429260832942457,0.059401659186499,NA,NA
"261","When did you arrive in the current baladiya?",NA,"NA","2018-10-01",0.0382165605095541,NA,0.0081315451000984,0.0683015759190099,NA,NA
"271","When did you arrive in the current baladiya?",NA,"NA","2018-11-01",0.0254777070063694,NA,0.00075125235238423,0.0502041616603546,NA,NA
"281","When did you arrive in the current baladiya?",NA,"NA","2018-12-01",0.0828025477707006,NA,0.0395572330926304,0.126047862448771,NA,NA
"291","When did you arrive in the current baladiya?",NA,"NA","2019-01-01",0.0955414012738854,NA,0.0494121993330501,0.141670603214721,NA,NA
"301","When did you arrive in the current baladiya?",NA,"NA","2019-02-01",0.140127388535032,NA,0.0856565119776317,0.194598265092432,NA,NA
"315","When did you arrive in the current baladiya?",NA,"NA","2019-03-01",0.140127388535032,NA,0.0856565119776317,0.194598265092432,NA,NA
"321","When did you arrive in the current baladiya?",NA,"NA","2019-04-01",0.0955414012738854,NA,0.0494121993330501,0.141670603214721,NA,NA
"331","When did you arrive in the current baladiya?",NA,"NA","2019-05-01",0.0509554140127389,NA,0.0164470582180234,0.0854637698074543,NA,NA
"341","When did you arrive in the current baladiya?",NA,"NA","2019-06-01",0.0445859872611465,NA,0.0121982364664179,0.0769737380558751,NA,NA
"351","When did you arrive in the current baladiya?",NA,"NA","2019-07-01",0.00636942675159236,NA,-0.00611442028369463,0.0188532737868793,NA,NA
"361","When did you arrive in the current baladiya?",NA,"NA","2019-08-01",0.00636942675159236,NA,-0.00611442028369463,0.0188532737868793,NA,NA
"dependent.var4","How many people live in your household (including the interviewee) in Libya?","na","NA","NA",1.43312101910828,NA,1.24296221862777,1.62327981958879,NA,NA
"117","Are you the head of a household in Libya?",NA,"NA","No",0.384615384615385,NA,0.193909220829366,0.575321548401404,NA,NA
"217","Are you the head of a household in Libya?",NA,"NA","Yes",0.615384615384615,NA,0.424678451598597,0.806090779170634,NA,NA
"dependent.var5","How old are you?","na","NA","NA",29.0445859872611,NA,27.6849211771258,30.4042507973965,NA,NA
"118","For enumerator:
What is the sex of the respondent?",NA,"NA","Female",0.0127388535031847,NA,-0.00485929533014018,0.0303370023365096,NA,NA
"218","For enumerator:
What is the sex of the respondent?",NA,"NA","Male",0.987261146496815,NA,0.96966299766349,1.00485929533014,NA,NA
"dependent.var6","Are you currently pregnant?",NA,"NA",NA,NA,NA,NA,NA,NA,NA
"119","What are the top three sources from which you typically acquire food?",NA,"NA","1. Own production",0,NA,0,0,NA,NA
"219","What are the top three sources from which you typically acquire food?",NA,"NA","2. Received as food aid through government, UN, NGOs, civil society, etc.",0.0254777070063694,NA,0.000557934309997968,0.0503974797027409,NA,NA
"316","What are the top three sources from which you typically acquire food?",NA,"NA","3. Received as gift from friends or relatives",0.426751592356688,NA,0.348529933541535,0.504973251171841,NA,NA
"414","What are the top three sources from which you typically acquire food?",NA,"NA","4. Market (purchased with cash) ",0.987261146496815,NA,0.969525410624439,1,NA,NA
"55","What are the top three sources from which you typically acquire food?",NA,"NA","5. Market (purchased on credit)",0.286624203821656,NA,0.215111428338804,0.358136979304508,NA,NA
"65","What are the top three sources from which you typically acquire food?",NA,"NA","6. Market (purchased with cheque)",0.0573248407643312,NA,0.0205610337254734,0.094088647803189,NA,NA
"75","What are the top three sources from which you typically acquire food?",NA,"NA","7. Work or barter for food",0.0636942675159236,NA,0.0250729546386047,0.102315580393242,NA,NA
"85","What are the top three sources from which you typically acquire food?",NA,"NA","8. Gathering, hunting, or fishing",0,NA,0,0,NA,NA
"95","What are the top three sources from which you typically acquire food?",NA,"NA","9. Borrowing food from relatives, hosts, or external parties",0.0700636942675159,NA,0.0296953314930921,0.11043205704194,NA,NA
"105","What are the top three sources from which you typically acquire food?",NA,"NA","10. Zakat",0,NA,0,0,NA,NA
"1110","What are the top three sources from which you typically acquire food?",NA,"NA","Other (please specify)",0.0191082802547771,NA,0,0.0407598482560923,NA,NA
"123","What are the top three sources from which you typically acquire food?",NA,"NA","Don't know",0,NA,0,0,NA,NA
"133","What are the top three sources from which you typically acquire food?",NA,"NA","Prefer not to answer",0,NA,0,0,NA,NA
"120","Have you engaged in agricultural production (crop farming, gardening, livestock production, raising animals, fishing, etc.) for income generation or food consumption during the past year?",NA,"NA","No",0.974522292993631,NA,0.949602520297259,0.999442065690002,NA,NA
"220","Have you engaged in agricultural production (crop farming, gardening, livestock production, raising animals, fishing, etc.) for income generation or food consumption during the past year?",NA,"NA","2. Yes, crop production",0.0127388535031847,NA,0,0.030474589375561,NA,NA
"317","Have you engaged in agricultural production (crop farming, gardening, livestock production, raising animals, fishing, etc.) for income generation or food consumption during the past year?",NA,"NA","3. Yes, livestock production",0.0127388535031847,NA,0,0.030474589375561,NA,NA
"415","Have you engaged in agricultural production (crop farming, gardening, livestock production, raising animals, fishing, etc.) for income generation or food consumption during the past year?",NA,"NA","4. Yes, fishing/fisheries",0,NA,0,0,NA,NA
"56","Have you engaged in agricultural production (crop farming, gardening, livestock production, raising animals, fishing, etc.) for income generation or food consumption during the past year?",NA,"NA","Other (please specify)",0,NA,0,0,NA,NA
"66","Have you engaged in agricultural production (crop farming, gardening, livestock production, raising animals, fishing, etc.) for income generation or food consumption during the past year?",NA,"NA","Don't know",0,NA,0,0,NA,NA
"76","Have you engaged in agricultural production (crop farming, gardening, livestock production, raising animals, fishing, etc.) for income generation or food consumption during the past year?",NA,"NA","Prefer not to answer",0,NA,0,0,NA,NA
"124","What type of shelter do you live in?",NA,"NA","1. Apartment (including one-room apartments)",0.0573248407643312,NA,0.0208462332453091,0.0938034482833534,NA,NA
"223","What type of shelter do you live in?",NA,"NA","8. Connection house",0.00636942675159236,NA,-0.00611442028369464,0.0188532737868794,NA,NA
"318","What type of shelter do you live in?",NA,"NA","9. Hotel",0.00636942675159236,NA,-0.00611442028369463,0.0188532737868793,NA,NA
"416","What type of shelter do you live in?",NA,"NA","2. House",0.490445859872611,NA,0.411998831742946,0.568892888002277,NA,NA
"57","What type of shelter do you live in?",NA,"NA","5. Private building not usually used for shelter (basement, garage, store, warehouse, work site, etc.)",0.254777070063694,NA,0.186400223806988,0.323153916320401,NA,NA
"67","What type of shelter do you live in?",NA,"NA","4. Public building not usually used for shelter (school, mosque, etc.)",0.0254777070063694,NA,0.00075125235238423,0.0502041616603546,NA,NA
"77","What type of shelter do you live in?",NA,"NA","3. Unfinished room(s)",0.159235668789809,NA,0.101818323434057,0.216653014145561,NA,NA
"dependent.var7","How many rooms are in your shelter?","na","NA","NA",2.26785714285714,NA,2.11873707251978,2.41697721319451,NA,NA
"125","How would you describe your occupancy status?",NA,"NA","4. Being hosted for free (not including by employer)",0.0382165605095541,NA,0.00813154510009843,0.0683015759190099,NA,NA
"224","How would you describe your occupancy status?",NA,"NA","7. Housing provided by employer",0.426751592356688,NA,0.349136747180591,0.504366437532785,NA,NA
"319","How would you describe your occupancy status?",NA,"NA","6. Housing provided by public authority",0.00636942675159236,NA,-0.00611442028369463,0.0188532737868794,NA,NA
"417","How would you describe your occupancy status?",NA,"NA","1. Ownership ",0.00636942675159236,NA,-0.00611442028369462,0.0188532737868793,NA,NA
"58","How would you describe your occupancy status?",NA,"NA","3. Rental (with verbal agreement)",0.496815286624204,NA,0.418355524620885,0.575275048627523,NA,NA
"68","How would you describe your occupancy status?",NA,"NA","2. Rental (with written contract)",0.0191082802547771,NA,-0.00237532318315286,0.040591883692707,NA,NA
"78","How would you describe your occupancy status?",NA,"NA","5. Squatting (without consent of owner)",0.00636942675159236,NA,-0.00611442028369462,0.0188532737868793,NA,NA
"dependent.var8","How much does your rental property cost per month (in LYD)?","na","NA","NA",343.086419753086,NA,324.821826581769,361.351012924404,NA,NA
"126","Has the rent increased or decreased since the beginning of 2019?",NA,"NA","2. Decreased",0.0123456790123457,NA,-0.0118514072165439,0.0365427652412353,NA,NA
"225","Has the rent increased or decreased since the beginning of 2019?",NA,"NA","Don't know",0.0493827160493827,NA,0.00190460445490143,0.096860827643864,NA,NA
"320","Has the rent increased or decreased since the beginning of 2019?",NA,"NA","1. Increased",0.185185185185185,NA,0.100064389242843,0.270305981127528,NA,NA
"418","Has the rent increased or decreased since the beginning of 2019?",NA,"NA","3. No change",0.753086419753086,NA,0.658593777314551,0.847579062191621,NA,NA
"127","Who is hosting you for free?",NA,"NA","2. Migrant friend",0.666666666666667,NA,0.253469978463626,1.07986335486971,NA,NA
"226","Who is hosting you for free?",NA,"NA","3. Libyan friend",0.333333333333333,NA,-0.0798633548697076,0.746530021536374,NA,NA
"128","What are your main shelter-related concerns?",NA,"NA","no shelter related concerns",0.496815286624204,NA,0.417742105195867,0.575888468052541,NA,NA
"227","What are your main shelter-related concerns?",NA,"NA","1. There is no shelter",0.0191082802547771,NA,0,0.0407598482560923,NA,NA
"322","What are your main shelter-related concerns?",NA,"NA","2. Shelters are overcrowded",0.248407643312102,NA,0.180072883429323,0.316742403194881,NA,NA
"419","What are your main shelter-related concerns?",NA,"NA","3. Homes are so damaged that they are uninhabitable",0.0764331210191083,NA,0.0344143844585025,0.118451857579714,NA,NA
"59","What are your main shelter-related concerns?",NA,"NA","4. Unexploded remnants of war and landmines",0,NA,0,0,NA,NA
"69","What are your main shelter-related concerns?",NA,"NA","5. Building materials to repair shelters are unavailable",0.0318471337579618,NA,0.00407717967257631,0.0596170878433473,NA,NA
"79","What are your main shelter-related concerns?",NA,"NA","6. Building services/skills are unavailable",0.0254777070063694,NA,0.00055793430999794,0.0503974797027409,NA,NA
"86","What are your main shelter-related concerns?",NA,"NA","7. Lack of access to basic utilities",0.0445859872611465,NA,0.0119450203596793,0.0772269541626137,NA,NA
"96","What are your main shelter-related concerns?",NA,"NA","8. Partial access to basic utilities",0.0254777070063694,NA,0.000557934309997968,0.0503974797027409,NA,NA
"106","What are your main shelter-related concerns?",NA,"NA","9. Lack of basic household items",0.114649681528662,NA,0.0642634337252027,0.165035929332122,NA,NA
"1111","What are your main shelter-related concerns?",NA,"NA","10. Lack of privacy",0.21656050955414,NA,0.151418615813384,0.281702403294896,NA,NA
"129","What are your main shelter-related concerns?",NA,"NA","11. Lack of gender-sensitive WASH facilities (bathing, washing, toilet, etc)",0.0254777070063694,NA,0.000557934309997968,0.0503974797027409,NA,NA
"134","What are your main shelter-related concerns?",NA,"NA","12. Insecurity or conflict",0.0191082802547771,NA,0,0.0407598482560923,NA,NA
"143","What are your main shelter-related concerns?",NA,"NA","Other (please specify)",0,NA,0,0,NA,NA
"153","What are your main shelter-related concerns?",NA,"NA","Don't know",0.00636942675159236,NA,0,0.0189508758452449,NA,NA
"163","What are your main shelter-related concerns?",NA,"NA","Prefer not to answer",0,NA,0,0,NA,NA
"130","How would you describe the overall condition of your shelter? Please refer to the reference pictures below.",NA,"NA","4. Heavy damage (shelter is not livable without repairs)",0.0382165605095541,NA,0.00813154510009843,0.0683015759190099,NA,NA
"228","How would you describe the overall condition of your shelter? Please refer to the reference pictures below.",NA,"NA","2. Light damage (repairs needed, but shelter is livable)",0.0955414012738854,NA,0.04941219933305,0.141670603214721,NA,NA
"323","How would you describe the overall condition of your shelter? Please refer to the reference pictures below.",NA,"NA","3. Medium damage",0.127388535031847,NA,0.0750692957387064,0.179707774324988,NA,NA
"420","How would you describe the overall condition of your shelter? Please refer to the reference pictures below.",NA,"NA","1. No damage / negligible damage",0.738853503184713,NA,0.669923696198385,0.807783310171042,NA,NA
"135","Who do you live with?",NA,"NA","1. I live alone",0.0955414012738854,NA,0.0490515488823149,0.142031253665456,NA,NA
"229","Who do you live with?",NA,"NA","2. I live with family",0.10828025477707,NA,0.0591378002942564,0.157422709259884,NA,NA
"324","Who do you live with?",NA,"NA","3. I live with Libyan friends",0.0127388535031847,NA,0,0.030474589375561,NA,NA
"421","Who do you live with?",NA,"NA","4. I live with migrant friends",0.464968152866242,NA,0.386087692127641,0.543848613604843,NA,NA
"510","Who do you live with?",NA,"NA","5. I live with colleagues",0.388535031847134,NA,0.31145020528847,0.465619858405798,NA,NA
"610","Who do you live with?",NA,"NA","6. I live with my employer",0,NA,0,0,NA,NA
"710","Who do you live with?",NA,"NA","7. I live with my landlord",0.00636942675159236,NA,0,0.0189508758452449,NA,NA
"87","Who do you live with?",NA,"NA","8. I live with other refugees/migrants that I did not previously know",0.0636942675159236,NA,0.0250729546386047,0.102315580393242,NA,NA
"97","Who do you live with?",NA,"NA","9. I live with Libyans that I did not previously know",0,NA,0,0,NA,NA
"107","Who do you live with?",NA,"NA","Other (please specify)",0,NA,0,0,NA,NA
"1112","Who do you live with?",NA,"NA","Don't know",0,NA,0,0,NA,NA
"1210","Who do you live with?",NA,"NA","Prefer not to answer",0,NA,0,0,NA,NA
"136","What are the biggest challenges you face in accessing shelter?",NA,"NA","1. Do not face any challenges ",0.414012738853503,NA,0.336116057176084,0.491909420530922,NA,NA
"230","What are the biggest challenges you face in accessing shelter?",NA,"NA","2. Do not have the appropriate documents ",0.248407643312102,NA,0.180072883429323,0.316742403194881,NA,NA
"325","What are the biggest challenges you face in accessing shelter?",NA,"NA","3. Do not have enough money ",0.286624203821656,NA,0.215111428338804,0.358136979304508,NA,NA
