"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"3.8","In which country were you born?",NA,"Eritrea","NA",0.0238649592549476,NA,0.0166456068224543,0.031084311687441,NA,NA
"3.9","In which country were you born?",NA,"Ethiopia","NA",0.0180442374854482,NA,0.0117480424560925,0.0243404325148039,NA,NA
"3.10","In which country were you born?",NA,"Ghana","NA",0.090221187427241,NA,0.0766697575534607,0.103772617301021,NA,NA
"3.11","In which country were you born?",NA,"Guinea","NA",0.00756693830034924,NA,0.00346797856915576,0.0116658980315427,NA,NA
"3.12","In which country were you born?",NA,"Kenya","NA",0.00232828870779977,NA,4.86018876073315e-05,0.0046079755279922,NA,NA
"3.13","In which country were you born?",NA,"Libya","NA",0.00232828870779977,NA,4.86018876073315e-05,0.0046079755279922,NA,NA
"3.14","In which country were you born?",NA,"Mali","NA",0.0459837019790454,NA,0.0360766873023823,0.0558907166557085,NA,NA
"3.15","In which country were you born?",NA,"Mauritania","NA",0.0139697322467986,NA,0.00841833752946525,0.019521126964132,NA,NA
"3.16","In which country were you born?",NA,"Morocco","NA",0.0244470314318976,NA,0.0171423473788199,0.0317517154849752,NA,NA
"3.17","In which country were you born?",NA,"Niger","NA",0.130966239813737,NA,0.115008883341998,0.146923596285476,NA,NA
"3.18","In which country were you born?",NA,"Nigeria","NA",0.0884749708963912,NA,0.0750424521055758,0.101907489687207,NA,NA
"3.19","In which country were you born?",NA,"Other (please specify)","NA",0.0238649592549476,NA,0.0166456068224543,0.031084311687441,NA,NA
"3.20","In which country were you born?",NA,"Pakistan","NA",0.00465657741559953,NA,0.00143637751224514,0.00787677731895393,NA,NA
"3.21","In which country were you born?",NA,"Palestine","NA",0.00640279394644936,NA,0.00263008860381935,0.0101754992890794,NA,NA
"3.22","In which country were you born?",NA,"Senegal","NA",0.0291036088474971,NA,0.021152589517939,0.0370546281770552,NA,NA
"3.23","In which country were you born?",NA,"Somalia","NA",0.0244470314318976,NA,0.0171423473788199,0.0317517154849752,NA,NA
"3.24","In which country were you born?",NA,"Sudan","NA",0.127473806752037,NA,0.111699050483994,0.143248563020081,NA,NA
"3.25","In which country were you born?",NA,"Syria","NA",0.0430733410942957,NA,0.0334703494625149,0.0526763327260765,NA,NA
"3.26","In which country were you born?",NA,"Tunisia","NA",0.0180442374854482,NA,0.0117480424560924,0.024340432514804,NA,NA
"4.1","In which country was your father born?",NA,"Libya","NA",0.25,NA,-0.239990996135013,0.739990996135013,NA,NA
"4.2","In which country was your father born?",NA,"Other (please specify)","NA",0.25,NA,-0.239990996135013,0.739990996135013,NA,NA
"4.3","In which country was your father born?",NA,"Palestine","NA",0.5,NA,-0.0657928670380857,1.06579286703809,NA,NA
"5.1","In which country was your mother born?",NA,"Nigeria","NA",0.25,NA,-0.239990996135013,0.739990996135013,NA,NA
"5.2","In which country was your mother born?",NA,"Palestine","NA",0.5,NA,-0.0657928670380857,1.06579286703809,NA,NA
"5.3","In which country was your mother born?",NA,"Syria","NA",0.25,NA,-0.239990996135013,0.739990996135013,NA,NA
"6.1","What nationality do you possess?",NA,"Algeria","NA",0.00989522700814901,NA,0.00521338880129553,0.0145770652150025,NA,NA
"6.2","What nationality do you possess?",NA,"Bangladesh","NA",0.0186263096623981,NA,0.0122312653482322,0.0250213539765641,NA,NA
"6.3","What nationality do you possess?",NA,"Burkina Faso","NA",0.0116414435389988,NA,0.0065677570879803,0.0167151299900174,NA,NA
"6.4","What nationality do you possess?",NA,"Cameroon","NA",0.0122235157159488,NA,0.00702606532815241,0.0174209661037451,NA,NA
"6.5","What nationality do you possess?",NA,"Tchad","NA",0.0931315483119907,NA,0.0793853216116256,0.106877775012356,NA,NA
"6.6","What nationality do you possess?",NA,"CôtedIvoire","NA",0.00873108265424913,NA,0.00433067676286892,0.0131314885456293,NA,NA
"6.7","What nationality do you possess?",NA,"Don't know","NA",0.000582072176949942,NA,-0.000558768326274762,0.00172291268017465,NA,NA
"6.8","What nationality do you possess?",NA,"Prefer not to answer","NA",0.000582072176949942,NA,-0.000558768326274762,0.00172291268017465,NA,NA
"6.9","What nationality do you possess?",NA,"Egypt","NA",0.122817229336438,NA,0.107292013815963,0.138342444856913,NA,NA
"6.10","What nationality do you possess?",NA,"Eritrea","NA",0.0227008149010477,NA,0.0156555482421799,0.0297460815599156,NA,NA
"6.11","What nationality do you possess?",NA,"Ethiopia","NA",0.0168800931315483,NA,0.0107867784445945,0.0229734078185021,NA,NA
"6.12","What nationality do you possess?",NA,"Ghana","NA",0.0908032596041909,NA,0.0772125354486833,0.104393983759699,NA,NA
"6.13","What nationality do you possess?",NA,"Guinea","NA",0.00640279394644936,NA,0.00263008860381931,0.0101754992890794,NA,NA
"6.14","What nationality do you possess?",NA,"Kenya","NA",0.00174621653084983,NA,-0.000228626007905464,0.00372105906960511,NA,NA
"6.15","What nationality do you possess?",NA,"Mali","NA",0.0459837019790454,NA,0.0360766873023823,0.0558907166557085,NA,NA
"6.16","What nationality do you possess?",NA,"Mauritania","NA",0.0139697322467986,NA,0.00841833752946525,0.019521126964132,NA,NA
"6.17","What nationality do you possess?",NA,"Morocco","NA",0.0244470314318976,NA,0.0171423473788199,0.0317517154849752,NA,NA
"6.18","What nationality do you possess?",NA,"Niger","NA",0.132130384167637,NA,0.11611300212936,0.148147766205914,NA,NA
"6.19","What nationality do you possess?",NA,"Nigeria","NA",0.0878928987194412,NA,0.0745003647742236,0.101285432664659,NA,NA
"6.20","What nationality do you possess?",NA,"Other (please specify)","NA",0.0244470314318976,NA,0.0171423473788199,0.0317517154849752,NA,NA
"6.21","What nationality do you possess?",NA,"Pakistan","NA",0.00407450523864959,NA,0.00106140341213082,0.00708760706516837,NA,NA
"6.22","What nationality do you possess?",NA,"Palestine","NA",0.00873108265424913,NA,0.00433067676286887,0.0131314885456294,NA,NA
"6.23","What nationality do you possess?",NA,"Senegal","NA",0.0291036088474971,NA,0.021152589517939,0.0370546281770552,NA,NA
"6.24","What nationality do you possess?",NA,"Somalia","NA",0.0232828870779977,NA,0.016149993279711,0.0304157808762844,NA,NA
"6.25","What nationality do you possess?",NA,"Sudan","NA",0.126891734575087,NA,0.111147786082162,0.142635683068013,NA,NA
"6.26","What nationality do you possess?",NA,"Syria","NA",0.0448195576251455,NA,0.0350327863852159,0.0546063288650751,NA,NA
"6.27","What nationality do you possess?",NA,"Togo","NA",0.000582072176949942,NA,-0.000558768326274735,0.00172291268017462,NA,NA
"6.28","What nationality do you possess?",NA,"Tunisia","NA",0.0168800931315483,NA,0.0107867784445945,0.0229734078185021,NA,NA
"7.1","What are your primary languages?",NA,"1. Arabic","NA",0.630384167636787,NA,0.60753622360057,0.653232111673003,NA,NA
"7.2","What are your primary languages?",NA,"2. English","NA",0.236321303841676,NA,0.216212975424389,0.256429632258964,NA,NA
"7.3","What are your primary languages?",NA,"3. French","NA",0.285215366705471,NA,0.263843460536416,0.306587272874527,NA,NA
"7.4","What are your primary languages?",NA,"4. Hausa","NA",0.148428405122235,NA,0.131600180952042,0.165256629292428,NA,NA
"7.5","What are your primary languages?",NA,"5. Songhai/Zarma/Djerma","NA",0.0372526193247963,NA,0.0282885795483473,0.0462166591012452,NA,NA
"7.6","What are your primary languages?",NA,"6. Sara/Bongo/Bagirmi","NA",0.010477299185099,NA,0.00565774631710922,0.0152968520530887,NA,NA
"7.7","What are your primary languages?",NA,"7. Bedawi/Beja","NA",0.00640279394644936,NA,0.00262742726701648,0.0101781606258822,NA,NA
"7.8","What are your primary languages?",NA,"8. Nubian","NA",0.0168800931315483,NA,0.0107824801066234,0.0229777061564732,NA,NA
"7.9","What are your primary languages?",NA,"9. Fur","NA",0.00116414435389988,NA,0,0.002778204354284,NA,NA
"7.10","What are your primary languages?",NA,"10. Zaghawa","NA",0.0133876600698487,NA,0.0079477113643677,0.0188276087753296,NA,NA
"7.11","What are your primary languages?",NA,"11. Dinka ","NA",0.00582072176949942,NA,0.00221999664920495,0.00942144688979389,NA,NA
"7.12","What are your primary languages?",NA,"12. Fula/Fulani/Fulfulde","NA",0.00814901047729918,NA,0.0038935667840881,0.0124044541705103,NA,NA
"7.13","What are your primary languages?",NA,"13. Tamasheq","NA",0,NA,0,0,NA,NA
"7.14","What are your primary languages?",NA,"14. Kanuri","NA",0.00291036088474971,NA,0.000360539735424308,0.00546018203407511,NA,NA
"7.15","What are your primary languages?",NA,"15. Igbo/Ibo","NA",0.00989522700814901,NA,0.0052100861451924,0.0145803678711056,NA,NA
"7.16","What are your primary languages?",NA,"16. Yoruba","NA",0.010477299185099,NA,0.00565774631710908,0.0152968520530888,NA,NA
"7.17","What are your primary languages?",NA,"17. Akan/Asante/Fante","NA",0.0122235157159488,NA,0.00702239894958796,0.0174246324823096,NA,NA
"7.18","What are your primary languages?",NA,"18. Bambara","NA",0.0133876600698487,NA,0.00794771136436764,0.0188276087753297,NA,NA
"7.19","What are your primary languages?",NA,"19. Bengali","NA",0.019790454016298,NA,0.0131978568798681,0.0263830511527279,NA,NA
"7.20","What are your primary languages?",NA,"20. Tigrinya","NA",0.0221187427240978,NA,0.0151574086737911,0.0290800767744045,NA,NA
"7.21","What are your primary languages?",NA,"21. Somali","NA",0.0227008149010477,NA,0.0156505783795104,0.0297510514225851,NA,NA
"7.22","What are your primary languages?",NA,"Other (please specify)","NA",0.0360884749708964,NA,0.0272602773502611,0.0449166725915317,NA,NA
"8.1","When did you arrive in Libya?",NA,"01/01/1955","NA",0.000582072176949942,NA,-0.0005587683262747,0.00172291268017458,NA,NA
"8.2","When did you arrive in Libya?",NA,"01/01/1970","NA",0.000582072176949942,NA,-0.000558768326274725,0.00172291268017461,NA,NA
"8.3","When did you arrive in Libya?",NA,"01/01/1981","NA",0.000582072176949942,NA,-0.000558768326274737,0.00172291268017462,NA,NA
"8.4","When did you arrive in Libya?",NA,"01/01/1985","NA",0.000582072176949942,NA,-0.000558768326274737,0.00172291268017462,NA,NA
"8.5","When did you arrive in Libya?",NA,"01/01/1988","NA",0.000582072176949942,NA,-0.00055876832627471,0.00172291268017459,NA,NA
"8.6","When did you arrive in Libya?",NA,"01/01/1989","NA",0.00116414435389988,NA,-0.000448777861032959,0.00277706656883273,NA,NA
"8.7","When did you arrive in Libya?",NA,"01/01/1992","NA",0.000582072176949942,NA,-0.000558768326274694,0.00172291268017458,NA,NA
"8.8","When did you arrive in Libya?",NA,"01/01/1998","NA",0.00116414435389988,NA,-0.000448777861032959,0.00277706656883273,NA,NA
"8.9","When did you arrive in Libya?",NA,"01/01/1999","NA",0.00174621653084983,NA,-0.00022862600790546,0.00372105906960511,NA,NA
"8.10","When did you arrive in Libya?",NA,"01/01/2000","NA",0.000582072176949942,NA,-0.000558768326274717,0.0017229126801746,NA,NA
"8.11","When did you arrive in Libya?",NA,"01/01/2001","NA",0.00232828870779977,NA,4.86018876073315e-05,0.0046079755279922,NA,NA
"8.12","When did you arrive in Libya?",NA,"01/01/2003","NA",0.000582072176949942,NA,-0.000558768326274737,0.00172291268017462,NA,NA
"8.13","When did you arrive in Libya?",NA,"01/01/2004","NA",0.000582072176949942,NA,-0.000558768326274752,0.00172291268017464,NA,NA
"8.14","When did you arrive in Libya?",NA,"01/01/2005","NA",0.00523864959254948,NA,0.00182411065120113,0.00865318853389782,NA,NA
"8.15","When did you arrive in Libya?",NA,"01/01/2006","NA",0.00232828870779977,NA,4.86018876073315e-05,0.0046079755279922,NA,NA
"8.16","When did you arrive in Libya?",NA,"01/01/2007","NA",0.00232828870779977,NA,4.86018876073315e-05,0.0046079755279922,NA,NA
"8.17","When did you arrive in Libya?",NA,"01/01/2008","NA",0.00465657741559953,NA,0.00143637751224514,0.00787677731895393,NA,NA
"8.18","When did you arrive in Libya?",NA,"01/01/2009","NA",0.00349243306169965,NA,0.000702027754185035,0.00628283836921427,NA,NA
"8.19","When did you arrive in Libya?",NA,"01/01/2010","NA",0.00174621653084983,NA,-0.000228626007905462,0.00372105906960511,NA,NA
"8.20","When did you arrive in Libya?",NA,"01/01/2011","NA",0.000582072176949942,NA,-0.000558768326274754,0.00172291268017464,NA,NA
"8.21","When did you arrive in Libya?",NA,"01/01/2012","NA",0.00116414435389988,NA,-0.000448777861032959,0.00277706656883273,NA,NA
"8.22","When did you arrive in Libya?",NA,"01/01/2013","NA",0.020372526193248,NA,0.0136903816751687,0.0270546707113272,NA,NA
"8.23","When did you arrive in Libya?",NA,"01/01/2014","NA",0.0133876600698487,NA,0.00795154610067932,0.018823774039018,NA,NA
"8.24","When did you arrive in Libya?",NA,"01/01/2015","NA",0.0145518044237485,NA,0.00888760849729061,0.0202160003502065,NA,NA
"8.25","When did you arrive in Libya?",NA,"01/01/2016","NA",0.0110593713620489,NA,0.00611269754657214,0.0160060451775256,NA,NA
"8.26","When did you arrive in Libya?",NA,"01/01/2017","NA",0.00640279394644936,NA,0.00263008860381935,0.0101754992890794,NA,NA
"8.27","When did you arrive in Libya?",NA,"01/01/2018","NA",0.0168800931315483,NA,0.0107867784445945,0.0229734078185022,NA,NA
"8.28","When did you arrive in Libya?",NA,"01/01/2019","NA",0.0279394644935972,NA,0.0201444192865371,0.0357345097006573,NA,NA
"8.29","When did you arrive in Libya?",NA,"01/02/1989","NA",0.000582072176949942,NA,-0.000558768326274725,0.00172291268017461,NA,NA
"8.30","When did you arrive in Libya?",NA,"01/02/1992","NA",0.00116414435389988,NA,-0.000448777861032959,0.00277706656883273,NA,NA
"8.31","When did you arrive in Libya?",NA,"01/02/1993","NA",0.000582072176949942,NA,-0.000558768326274759,0.00172291268017464,NA,NA
"8.32","When did you arrive in Libya?",NA,"01/02/2002","NA",0.000582072176949942,NA,-0.000558768326274734,0.00172291268017462,NA,NA
"8.33","When did you arrive in Libya?",NA,"01/02/2007","NA",0.00174621653084983,NA,-0.000228626007905478,0.00372105906960513,NA,NA
"8.34","When did you arrive in Libya?",NA,"01/02/2008","NA",0.000582072176949942,NA,-0.000558768326274706,0.00172291268017459,NA,NA
"8.35","When did you arrive in Libya?",NA,"01/02/2009","NA",0.00349243306169965,NA,0.000702027754185084,0.00628283836921422,NA,NA
"8.36","When did you arrive in Libya?",NA,"01/02/2010","NA",0.000582072176949942,NA,-0.000558768326274747,0.00172291268017463,NA,NA
"8.37","When did you arrive in Libya?",NA,"01/02/2012","NA",0.00116414435389988,NA,-0.000448777861032959,0.00277706656883273,NA,NA
"8.38","When did you arrive in Libya?",NA,"01/02/2013","NA",0.00291036088474971,NA,0.00036233715894413,0.00545838461055529,NA,NA
"8.39","When did you arrive in Libya?",NA,"01/02/2014","NA",0.00582072176949942,NA,0.00222253487743376,0.00941890866156508,NA,NA
"8.40","When did you arrive in Libya?",NA,"01/02/2015","NA",0.00814901047729918,NA,0.00389656653745639,0.012401454417142,NA,NA
"8.41","When did you arrive in Libya?",NA,"01/02/2016","NA",0.00756693830034924,NA,0.00346797856915577,0.0116658980315427,NA,NA
"8.42","When did you arrive in Libya?",NA,"01/02/2017","NA",0.0133876600698487,NA,0.0079515461006794,0.0188237740390179,NA,NA
"8.43","When did you arrive in Libya?",NA,"01/02/2018","NA",0.0192083818393481,NA,0.0127161098428562,0.02570065383584,NA,NA
"8.44","When did you arrive in Libya?",NA,"01/02/2019","NA",0.0244470314318976,NA,0.0171423473788199,0.0317517154849752,NA,NA
"8.45","When did you arrive in Libya?",NA,"01/03/1988","NA",0.00116414435389988,NA,-0.000448777861032959,0.00277706656883273,NA,NA
"8.46","When did you arrive in Libya?",NA,"01/03/1989","NA",0.000582072176949942,NA,-0.000558768326274725,0.00172291268017461,NA,NA
"8.47","When did you arrive in Libya?",NA,"01/03/2003","NA",0.000582072176949942,NA,-0.000558768326274694,0.00172291268017458,NA,NA
"8.48","When did you arrive in Libya?",NA,"01/03/2005","NA",0.00116414435389988,NA,-0.000448777861032959,0.00277706656883273,NA,NA
"8.49","When did you arrive in Libya?",NA,"01/03/2009","NA",0.000582072176949942,NA,-0.000558768326274759,0.00172291268017464,NA,NA
"8.50","When did you arrive in Libya?",NA,"01/03/2010","NA",0.000582072176949942,NA,-0.000558768326274754,0.00172291268017464,NA,NA
"8.51","When did you arrive in Libya?",NA,"01/03/2012","NA",0.00291036088474971,NA,0.000362337158944127,0.00545838461055529,NA,NA
"8.52","When did you arrive in Libya?",NA,"01/03/2013","NA",0.00291036088474971,NA,0.000362337158944093,0.00545838461055533,NA,NA
"8.53","When did you arrive in Libya?",NA,"01/03/2014","NA",0.00232828870779977,NA,4.86018876073315e-05,0.0046079755279922,NA,NA
"8.54","When did you arrive in Libya?",NA,"01/03/2015","NA",0.00640279394644936,NA,0.00263008860381935,0.0101754992890794,NA,NA
"8.55","When did you arrive in Libya?",NA,"01/03/2016","NA",0.0116414435389988,NA,0.00656775708798034,0.0167151299900173,NA,NA
"8.56","When did you arrive in Libya?",NA,"01/03/2017","NA",0.0168800931315483,NA,0.0107867784445945,0.0229734078185021,NA,NA
"8.57","When did you arrive in Libya?",NA,"01/03/2018","NA",0.0250291036088475,NA,0.0176401759024847,0.0324180313152103,NA,NA
"8.58","When did you arrive in Libya?",NA,"01/03/2019","NA",0.0227008149010477,NA,0.01565554824218,0.0297460815599155,NA,NA
"8.59","When did you arrive in Libya?",NA,"01/04/1969","NA",0.000582072176949942,NA,-0.000558768326274704,0.00172291268017459,NA,NA
"8.60","When did you arrive in Libya?",NA,"01/04/1981","NA",0.000582072176949942,NA,-0.000558768326274695,0.00172291268017458,NA,NA
"8.61","When did you arrive in Libya?",NA,"01/04/1991","NA",0.000582072176949942,NA,-0.00055876832627472,0.0017229126801746,NA,NA
"8.62","When did you arrive in Libya?",NA,"01/04/1994","NA",0.000582072176949942,NA,-0.00055876832627471,0.00172291268017459,NA,NA
"8.63","When did you arrive in Libya?",NA,"01/04/1995","NA",0.000582072176949942,NA,-0.000558768326274714,0.0017229126801746,NA,NA
"8.64","When did you arrive in Libya?",NA,"01/04/2005","NA",0.000582072176949942,NA,-0.000558768326274741,0.00172291268017462,NA,NA
"8.65","When did you arrive in Libya?",NA,"01/04/2006","NA",0.000582072176949942,NA,-0.000558768326274726,0.00172291268017461,NA,NA
"8.66","When did you arrive in Libya?",NA,"01/04/2008","NA",0.000582072176949942,NA,-0.000558768326274761,0.00172291268017464,NA,NA
"8.67","When did you arrive in Libya?",NA,"01/04/2010","NA",0.000582072176949942,NA,-0.000558768326274739,0.00172291268017462,NA,NA
"8.68","When did you arrive in Libya?",NA,"01/04/2011","NA",0.000582072176949942,NA,-0.0005587683262747,0.00172291268017458,NA,NA
"8.69","When did you arrive in Libya?",NA,"01/04/2012","NA",0.00465657741559953,NA,0.00143637751224514,0.00787677731895393,NA,NA
"8.70","When did you arrive in Libya?",NA,"01/04/2013","NA",0.00232828870779977,NA,4.86018876073315e-05,0.0046079755279922,NA,NA
"8.71","When did you arrive in Libya?",NA,"01/04/2014","NA",0.0069848661233993,NA,0.00304555828340842,0.0109241739633902,NA,NA
"8.72","When did you arrive in Libya?",NA,"01/04/2015","NA",0.00756693830034924,NA,0.00346797856915578,0.0116658980315427,NA,NA
"8.73","When did you arrive in Libya?",NA,"01/04/2016","NA",0.0168800931315483,NA,0.0107867784445945,0.0229734078185021,NA,NA
"8.74","When did you arrive in Libya?",NA,"01/04/2017","NA",0.0227008149010477,NA,0.0156555482421799,0.0297460815599155,NA,NA
"8.75","When did you arrive in Libya?",NA,"01/04/2018","NA",0.0157159487776484,NA,0.00983302163581508,0.0215988759194818,NA,NA
"8.76","When did you arrive in Libya?",NA,"01/04/2019","NA",0.0133876600698487,NA,0.00795154610067937,0.018823774039018,NA,NA
"8.77","When did you arrive in Libya?",NA,"01/05/1982","NA",0.000582072176949942,NA,-0.000558768326274712,0.0017229126801746,NA,NA
"8.78","When did you arrive in Libya?",NA,"01/05/1988","NA",0.000582072176949942,NA,-0.000558768326274759,0.00172291268017464,NA,NA
"8.79","When did you arrive in Libya?",NA,"01/05/1994","NA",0.000582072176949942,NA,-0.000558768326274735,0.00172291268017462,NA,NA
"8.80","When did you arrive in Libya?",NA,"01/05/1998","NA",0.000582072176949942,NA,-0.000558768326274704,0.00172291268017459,NA,NA
"8.81","When did you arrive in Libya?",NA,"01/05/2001","NA",0.00116414435389988,NA,-0.000448777861032959,0.00277706656883273,NA,NA
"8.82","When did you arrive in Libya?",NA,"01/05/2003","NA",0.000582072176949942,NA,-0.000558768326274737,0.00172291268017462,NA,NA
"8.83","When did you arrive in Libya?",NA,"01/05/2005","NA",0.000582072176949942,NA,-0.000558768326274757,0.00172291268017464,NA,NA
"8.84","When did you arrive in Libya?",NA,"01/05/2006","NA",0.000582072176949942,NA,-0.000558768326274715,0.0017229126801746,NA,NA
"8.85","When did you arrive in Libya?",NA,"01/05/2009","NA",0.000582072176949942,NA,-0.000558768326274754,0.00172291268017464,NA,NA
"8.86","When did you arrive in Libya?",NA,"01/05/2010","NA",0.00116414435389988,NA,-0.000448777861032959,0.00277706656883273,NA,NA
"8.87","When did you arrive in Libya?",NA,"01/05/2012","NA",0.00465657741559953,NA,0.00143637751224514,0.00787677731895393,NA,NA
"8.88","When did you arrive in Libya?",NA,"01/05/2013","NA",0.00349243306169965,NA,0.000702027754185051,0.00628283836921425,NA,NA
"8.89","When did you arrive in Libya?",NA,"01/05/2014","NA",0.00582072176949942,NA,0.00222253487743376,0.00941890866156508,NA,NA
"8.90","When did you arrive in Libya?",NA,"01/05/2015","NA",0.0122235157159488,NA,0.00702606532815241,0.0174209661037451,NA,NA
"8.91","When did you arrive in Libya?",NA,"01/05/2016","NA",0.0186263096623981,NA,0.0122312653482322,0.0250213539765641,NA,NA
"8.92","When did you arrive in Libya?",NA,"01/05/2017","NA",0.0221187427240978,NA,0.0151623158672052,0.0290751695809903,NA,NA
"8.93","When did you arrive in Libya?",NA,"01/05/2018","NA",0.0209545983701979,NA,0.0141796805737764,0.0277295161666194,NA,NA
"8.94","When did you arrive in Libya?",NA,"01/05/2019","NA",0.0122235157159488,NA,0.00702606532815241,0.0174209661037451,NA,NA
"8.95","When did you arrive in Libya?",NA,"01/06/1972","NA",0.000582072176949942,NA,-0.000558768326274759,0.00172291268017464,NA,NA
"8.96","When did you arrive in Libya?",NA,"01/06/1989","NA",0.000582072176949942,NA,-0.000558768326274717,0.0017229126801746,NA,NA
"8.97","When did you arrive in Libya?",NA,"01/06/1997","NA",0.00116414435389988,NA,-0.000448777861032959,0.00277706656883273,NA,NA
"8.98","When did you arrive in Libya?",NA,"01/06/1998","NA",0.000582072176949942,NA,-0.000558768326274738,0.00172291268017462,NA,NA
"8.99","When did you arrive in Libya?",NA,"01/06/1999","NA",0.000582072176949942,NA,-0.0005587683262747,0.00172291268017458,NA,NA
"8.100","When did you arrive in Libya?",NA,"01/06/2004","NA",0.000582072176949942,NA,-0.000558768326274736,0.00172291268017462,NA,NA
"8.101","When did you arrive in Libya?",NA,"01/06/2005","NA",0.000582072176949942,NA,-0.000558768326274761,0.00172291268017464,NA,NA
