list_name,name,label::English (en),label::French (fr),label::Arabic (ar),mantika,baladiya,organisation,media::image:: English (en),media::image:: Arabic (ar),media::image:: French (fr)
enumerator_id,cesvi_15,cesvi_15,cesvi_15,cesvi_15,,,cesvi,,,
enumerator_id,cesvi_16,cesvi_16,cesvi_16,cesvi_16,,,cesvi,,,
enumerator_id,cesvi_17,cesvi_17,cesvi_17,cesvi_17,,,cesvi,,,
enumerator_id,cesvi_18,cesvi_18,cesvi_18,cesvi_18,,,cesvi,,,
enumerator_id,cesvi_19,cesvi_19,cesvi_19,cesvi_19,,,cesvi,,,
enumerator_id,cesvi_20,cesvi_20,cesvi_20,cesvi_20,,,cesvi,,,
enumerator_id,iom_01,iom_01,iom_01,iom_01,,,iom,,,
enumerator_id,iom_02,iom_02,iom_02,iom_02,,,iom,,,
enumerator_id,iom_03,iom_03,iom_03,iom_03,,,iom,,,
enumerator_id,iom_04,iom_04,iom_04,iom_04,,,iom,,,
enumerator_id,iom_05,iom_05,iom_05,iom_05,,,iom,,,
enumerator_id,iom_06,iom_06,iom_06,iom_06,,,iom,,,
enumerator_id,iom_07,iom_07,iom_07,iom_07,,,iom,,,
enumerator_id,iom_08,iom_08,iom_08,iom_08,,,iom,,,
enumerator_id,iom_09,iom_09,iom_09,iom_09,,,iom,,,
enumerator_id,iom_10,iom_10,iom_10,iom_10,,,iom,,,
enumerator_id,iom_11,iom_11,iom_11,iom_11,,,iom,,,
enumerator_id,iom_12,iom_12,iom_12,iom_12,,,iom,,,
enumerator_id,iom_13,iom_13,iom_13,iom_13,,,iom,,,
enumerator_id,iom_14,iom_14,iom_14,iom_14,,,iom,,,
enumerator_id,iom_15,iom_15,iom_15,iom_15,,,iom,,,
enumerator_id,iom_16,iom_16,iom_16,iom_16,,,iom,,,
enumerator_id,iom_17,iom_17,iom_17,iom_17,,,iom,,,
enumerator_id,iom_18,iom_18,iom_18,iom_18,,,iom,,,
enumerator_id,iom_19,iom_19,iom_19,iom_19,,,iom,,,
enumerator_id,iom_20,iom_20,iom_20,iom_20,,,iom,,,
enumerator_id,irc_01,irc_01,irc_01,irc_01,,,irc,,,
enumerator_id,irc_02,irc_02,irc_02,irc_02,,,irc,,,
enumerator_id,irc_03,irc_03,irc_03,irc_03,,,irc,,,
enumerator_id,irc_04,irc_04,irc_04,irc_04,,,irc,,,
enumerator_id,irc_05,irc_05,irc_05,irc_05,,,irc,,,
enumerator_id,irc_06,irc_06,irc_06,irc_06,,,irc,,,
enumerator_id,irc_07,irc_07,irc_07,irc_07,,,irc,,,
enumerator_id,irc_08,irc_08,irc_08,irc_08,,,irc,,,
enumerator_id,irc_09,irc_09,irc_09,irc_09,,,irc,,,
enumerator_id,irc_10,irc_10,irc_10,irc_10,,,irc,,,
enumerator_id,irc_11,irc_11,irc_11,irc_11,,,irc,,,
enumerator_id,irc_12,irc_12,irc_12,irc_12,,,irc,,,
enumerator_id,irc_13,irc_13,irc_13,irc_13,,,irc,,,
enumerator_id,irc_14,irc_14,irc_14,irc_14,,,irc,,,
enumerator_id,irc_15,irc_15,irc_15,irc_15,,,irc,,,
enumerator_id,irc_16,irc_16,irc_16,irc_16,,,irc,,,
enumerator_id,irc_17,irc_17,irc_17,irc_17,,,irc,,,
enumerator_id,irc_18,irc_18,irc_18,irc_18,,,irc,,,
enumerator_id,irc_19,irc_19,irc_19,irc_19,,,irc,,,
enumerator_id,irc_20,irc_20,irc_20,irc_20,,,irc,,,
enumerator_id,lifemakers_01,lifemakers_01,lifemakers_01,lifemakers_01,,,lifemakers,,,
enumerator_id,lifemakers_02,lifemakers_02,lifemakers_02,lifemakers_02,,,lifemakers,,,
enumerator_id,lifemakers_03,lifemakers_03,lifemakers_03,lifemakers_03,,,lifemakers,,,
enumerator_id,lifemakers_04,lifemakers_04,lifemakers_04,lifemakers_04,,,lifemakers,,,
enumerator_id,lifemakers_05,lifemakers_05,lifemakers_05,lifemakers_05,,,lifemakers,,,
enumerator_id,lifemakers_06,lifemakers_06,lifemakers_06,lifemakers_06,,,lifemakers,,,
enumerator_id,lifemakers_07,lifemakers_07,lifemakers_07,lifemakers_07,,,lifemakers,,,
enumerator_id,lifemakers_08,lifemakers_08,lifemakers_08,lifemakers_08,,,lifemakers,,,
enumerator_id,lifemakers_09,lifemakers_09,lifemakers_09,lifemakers_09,,,lifemakers,,,
enumerator_id,lifemakers_10,lifemakers_10,lifemakers_10,lifemakers_10,,,lifemakers,,,
enumerator_id,lifemakers_11,lifemakers_11,lifemakers_11,lifemakers_11,,,lifemakers,,,
enumerator_id,lifemakers_12,lifemakers_12,lifemakers_12,lifemakers_12,,,lifemakers,,,
enumerator_id,lifemakers_13,lifemakers_13,lifemakers_13,lifemakers_13,,,lifemakers,,,
enumerator_id,lifemakers_14,lifemakers_14,lifemakers_14,lifemakers_14,,,lifemakers,,,
enumerator_id,lifemakers_15,lifemakers_15,lifemakers_15,lifemakers_15,,,lifemakers,,,
enumerator_id,lifemakers_16,lifemakers_16,lifemakers_16,lifemakers_16,,,lifemakers,,,
enumerator_id,lifemakers_17,lifemakers_17,lifemakers_17,lifemakers_17,,,lifemakers,,,
enumerator_id,lifemakers_18,lifemakers_18,lifemakers_18,lifemakers_18,,,lifemakers,,,
enumerator_id,lifemakers_19,lifemakers_19,lifemakers_19,lifemakers_19,,,lifemakers,,,
enumerator_id,lifemakers_20,lifemakers_20,lifemakers_20,lifemakers_20,,,lifemakers,,,
enumerator_id,unicef_01,unicef_01,unicef_01,unicef_01,,,unicef,,,
enumerator_id,unicef_02,unicef_02,unicef_02,unicef_02,,,unicef,,,
enumerator_id,unicef_03,unicef_03,unicef_03,unicef_03,,,unicef,,,
enumerator_id,unicef_04,unicef_04,unicef_04,unicef_04,,,unicef,,,
enumerator_id,unicef_05,unicef_05,unicef_05,unicef_05,,,unicef,,,
enumerator_id,unicef_06,unicef_06,unicef_06,unicef_06,,,unicef,,,
enumerator_id,unicef_07,unicef_07,unicef_07,unicef_07,,,unicef,,,
enumerator_id,unicef_08,unicef_08,unicef_08,unicef_08,,,unicef,,,
enumerator_id,unicef_09,unicef_09,unicef_09,unicef_09,,,unicef,,,
enumerator_id,unicef_10,unicef_10,unicef_10,unicef_10,,,unicef,,,
enumerator_id,unicef_11,unicef_11,unicef_11,unicef_11,,,unicef,,,
enumerator_id,unicef_12,unicef_12,unicef_12,unicef_12,,,unicef,,,
enumerator_id,unicef_13,unicef_13,unicef_13,unicef_13,,,unicef,,,
enumerator_id,unicef_14,unicef_14,unicef_14,unicef_14,,,unicef,,,
enumerator_id,unicef_15,unicef_15,unicef_15,unicef_15,,,unicef,,,
enumerator_id,unicef_16,unicef_16,unicef_16,unicef_16,,,unicef,,,
enumerator_id,unicef_17,unicef_17,unicef_17,unicef_17,,,unicef,,,
enumerator_id,unicef_18,unicef_18,unicef_18,unicef_18,,,unicef,,,
enumerator_id,unicef_19,unicef_19,unicef_19,unicef_19,,,unicef,,,
enumerator_id,unicef_20,unicef_20,unicef_20,unicef_20,,,unicef,,,
enumerator_id,imc_01,imc_01,imc_01,imc_01,,,imc,,,
enumerator_id,imc_02,imc_02,imc_02,imc_02,,,imc,,,
enumerator_id,imc_03,imc_03,imc_03,imc_03,,,imc,,,
enumerator_id,imc_04,imc_04,imc_04,imc_04,,,imc,,,
enumerator_id,imc_05,imc_05,imc_05,imc_05,,,imc,,,
enumerator_id,imc_06,imc_06,imc_06,imc_06,,,imc,,,
enumerator_id,imc_07,imc_07,imc_07,imc_07,,,imc,,,
enumerator_id,imc_08,imc_08,imc_08,imc_08,,,imc,,,
enumerator_id,imc_09,imc_09,imc_09,imc_09,,,imc,,,
enumerator_id,imc_10,imc_10,imc_10,imc_10,,,imc,,,
enumerator_id,imc_11,imc_11,imc_11,imc_11,,,imc,,,
enumerator_id,imc_12,imc_12,imc_12,imc_12,,,imc,,,
enumerator_id,imc_13,imc_13,imc_13,imc_13,,,imc,,,
enumerator_id,imc_14,imc_14,imc_14,imc_14,,,imc,,,
enumerator_id,imc_15,imc_15,imc_15,imc_15,,,imc,,,
enumerator_id,imc_16,imc_16,imc_16,imc_16,,,imc,,,
enumerator_id,imc_17,imc_17,imc_17,imc_17,,,imc,,,
enumerator_id,imc_18,imc_18,imc_18,imc_18,,,imc,,,
enumerator_id,imc_19,imc_19,imc_19,imc_19,,,imc,,,
enumerator_id,imc_20,imc_20,imc_20,imc_20,,,imc,,,
country,algeria,Algeria,Algérie,ÇáÌÒÇÆÑ,,,,,,
country,bangladesh,Bangladesh,Bangladesh,ÈäÛáÇÏíÔ,,,,,,
country,burkinafaso,Burkina Faso,Burkina Faso,ÈæÑßíäÇ İÇÓæ,,,,,,
country,cameroon,Cameroon,Cameroun,ÇáßÇãíÑæä,,,,,,
country,cote_divoire,CôtedIvoire,Côte d'Ivoire,ßæÊ ÏíİæÇÑ,,,,,,
country,egypt,Egypt,Egypte,ãÕÑ,,,,,,
country,eritrea,Eritrea,Erythrée,ÅÑíÊÑíÇ,,,,,,
country,ethiopia,Ethiopia,Ethiopie,ÃËíæÈíÇ,,,,,,
country,ghana,Ghana,Ghana,ÛÇäÇ,,,,,,
country,guinea,Guinea,Guinée,ÛíäíÇ,,,,,,
country,kenya,Kenya,Kenya,ßíäíÇ,,,,,,
country,libya,Libya,Libye,áíÈíÇ,,,,,,
country,mali,Mali,Mali,ãÇáí,,,,,,
country,mauritania,Mauritania,Mauritanie,ãæÑíÊÇäíÇ,,,,,,
country,morocco,Morocco,Maroc,ÇáãÛÑÈ,,,,,,
country,niger,Niger,Niger,ÇáäíÌÑ,,,,,,
country,nigeria,Nigeria,Nigeria,äíÌíÑíÇ,,,,,,
country,pakistan,Pakistan,Pakistan,ÈÇßÓÊÇä,,,,,,
country,palestine,Palestine,Palestine,İáÓØíä,,,,,,
country,senegal,Senegal,Sénégal,ÇáÓäÛÇá,,,,,,
country,somalia,Somalia,Somalie,ÇáÕæãÇá,,,,,,
country,sudan,Sudan,Soudan,ÓæÏÇä,,,,,,
country,syria,Syria,Syrie,ÓæÑíÇ,,,,,,
country,chad,Tchad,Tchad,ÊÔÇÏ,,,,,,
country,togo,Togo,Aller,áíĞåÈ,,,,,,
country,tunisia,Tunisia,Tunisie,ÊæäÓ,,,,,,
country,zambia,Zambia,Zambie,ÒÇãÈíÇ,,,,,,
country,other,Other (please specify),Autre (veuillez préciser),ÂÎÑ,,,,,,
country,dk,Don't know,Ne sais pas,áÇ ÃÚáã,,,,,,
country,dwta,Prefer not to answer,préfère ne pas répondre,ÃİÖá ÚÏã ÇáÇÌÇÈÉ,,,,,,
nationality,algeria,Algeria,Algérie,ÇáÌÒÇÆÑ,,,,,,
nationality,bangladesh,Bangladesh,Bangladesh,ÈäÛáÇÏíÔ,,,,,,
nationality,burkinafaso,Burkina Faso,Burkina Faso,ÈæÑßíäÇ İÇÓæ,,,,,,
nationality,cameroon,Cameroon,Cameroun,ÇáßÇãíÑæä,,,,,,
nationality,cote_divoire,CôtedIvoire,Côte d'Ivoire,ßæÊ ÏíİæÇÑ,,,,,,
nationality,egypt,Egypt,Egypte,ãÕÑ,,,,,,
nationality,eritrea,Eritrea,Erythrée,ÅÑíÊÑíÇ,,,,,,
nationality,ethiopia,Ethiopia,Ethiopie,ÃËíæÈíÇ,,,,,,
nationality,ghana,Ghana,Ghana,ÛÇäÇ,,,,,,
nationality,guinea,Guinea,Guinée,ÛíäíÇ,,,,,,
nationality,kenya,Kenya,Kenya,ßíäíÇ,,,,,,
nationality,mali,Mali,Mali,ãÇáí,,,,,,
nationality,mauritania,Mauritania,Mauritanie,ãæÑíÊÇäíÇ,,,,,,
nationality,morocco,Morocco,Maroc,ÇáãÛÑÈ,,,,,,
nationality,niger,Niger,Niger,ÇáäíÌÑ,,,,,,
nationality,nigeria,Nigeria,Nigeria,äíÌíÑíÇ,,,,,,
nationality,pakistan,Pakistan,Pakistan,ÈÇßÓÊÇä,,,,,,
nationality,palestine,Palestine,Palestine,İáÓØíä,,,,,,
nationality,senegal,Senegal,Sénégal,ÇáÓäÛÇá,,,,,,
nationality,somalia,Somalia,Somalie,ÇáÕæãÇá,,,,,,
nationality,sudan,Sudan,Soudan,ÓæÏÇä,,,,,,
nationality,syria,Syria,Syrie,ÓæÑíÇ,,,,,,
nationality,chad,Tchad,Tchad,ÊÔÇÏ,,,,,,
nationality,togo,Togo,Aller,áíĞåÈ,,,,,,
nationality,tunisia,Tunisia,Tunisie,ÊæäÓ,,,,,,
nationality,zambia,Zambia,Zambie,ÒÇãÈíÇ,,,,,,
nationality,other,Other (please specify),Autre (veuillez préciser),ÂÎÑ,,,,,,
nationality,dk,Don't know,Ne sais pas,áÇ ÃÚáã,,,,,,
nationality,dwta,Prefer not to answer,préfère ne pas répondre,ÃİÖá ÚÏã ÇáÇÌÇÈÉ,,,,,,
languages,arabic,1. Arabic,1. arabe,ÇáÚÑÈíÉ,,,,,,
languages,english,2. English,2. anglais,ÇáÅäÌáíÒíÉ,,,,,,
languages,french,3. French,3. français,ÇáİÑäÓíÉ,,,,,,
languages,hausa,4. Hausa,4. Hausa,ÇáåæÓÇ,,,,,,
languages,songhai_zarma_djerma,5. Songhai/Zarma/Djerma,5. Songhaï / Zarma / Djerma,ÇáÓæäÛåÇí / ÇáÒÑãíÉ / ÇáÌíÑãÇ,,,,,,
languages,sara_bongo_bagimi,6. Sara/Bongo/Bagirmi,6. Sara / Bongo / Bagirmi,ÓÇÑÇ / ÈÇäÛæ / ÈÇÛíÑãíÇä,,,,,,
languages,bedawi_beja,7. Bedawi/Beja,7. Bedawi / Beja,ÈÏÇæíÉ / ÇáÈíÌÇ,,,,,,
languages,nubian,8. Nubian,8. Nubien,ÇáäæÈí,,,,,,
languages,fur,9. Fur,9. fourrure,ÇáİæÑÇæí,,,,,,
languages,zaghawa,10. Zaghawa,10. Zaghawa, ÇáÒÛÇæÉ,,,,,,
languages,dinka,11. Dinka ,11. Dinka, ÇáÏíäßÇ,,,,,,
languages,fula_fulani_fulfulde,12. Fula/Fulani/Fulfulde,12. Fula / Fulani / Fulfulde, İæáÇ / İæáÇäí / İæáİæáÏí,,,,,,
languages,tamasheq,13. Tamasheq,13. Tamasheq, ÇáØãÇÔŞíÉ,,,,,,
languages,kanuri,14. Kanuri,14. Kanuri, ßÇäæÑí,,,,,,
languages,igbo_ibo,15. Igbo/Ibo,15. Igbo / Ibo, ÇáÅíÈæ / ÇáÅÛÈæ,,,,,,
languages,yoruba,16. Yoruba,16. Yoruba, ÇáíæÑæÈÇ,,,,,,
languages,akan_asante_fante,17. Akan/Asante/Fante,17. Akan / Asante / Fante, ÇßÇä / ÇÓÇäÊí / İÇäÊí,,,,,,
languages,bambara,18. Bambara,18. bambara, ÇáÈÇãÈÇÑÇ,,,,,,
languages,bengali,19. Bengali,19. bengali, ÇáÈäÛÇáíÉ,,,,,,
languages,tigrinya,20. Tigrinya,20. Tigrinya,  ÇáÊÛÑíäíÉ,,,,,,
languages,somali,21. Somali,21. somali, ÇáÕæãÇáíÉ,,,,,,
languages,other,Other (please specify),Autre (veuillez préciser), ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,,
food_source,own_production,1. Own production,1. Propre project de producation,ÅäÊÇÌ ÎÇÕ,,,,,,
food_source,food_aid,"2. Received as food aid through government, UN, NGOs, civil society, etc.","2. Aide alimentaire reçu par l'intermédiaire du gouvernement, des Nations Unies, des ONG, de la société civile, etc.","ÊáŞí ÇáãÓÇÚÏÇÊ ÇáÛĞÇÆíÉ ãä ÎáÇá ÇáÍßæãÉ¡ ÇáÃãã ÇáãÊÍÏÉ¡ ÇáãäÙãÇÊ ÛíÑ ÇáÍßæãíÉ¡ ÇáãÌÊãÚ ÇáãÏäí¡ ÅáÎ.",,,,,,
food_source,food_gift,3. Received as gift from friends or relatives,3. Cadeau d'amis ou de parents,ÇáÍÕæá Úáíå ßåÏíÉ ãä ÇáÃÕÏŞÇÁ Ãæ ÇáÃŞÇÑÈ,,,,,,
food_source,market_cash,4. Market (purchased with cash) ,4. Marché (acheté avec de l'argent en espèces) ,ÇáÓæŞ (Êã ÔÑÇÄå äŞÏğÇ),,,,,,
food_source,market_credit,5. Market (purchased on credit),5. Marché (acheté par crédit),ÇáÓæŞ (Êã ÔÑÇÄå ÈÇáÏíä),,,,,,
food_source,market_cheque,6. Market (purchased with cheque),6. Marché (acheté avec chèque), ÇáÓæŞ (Êã ÔÑÇÄå ÈÇáÔíß),,,,,,
food_source,work_barter_food,7. Work or barter for food,7. Travail ou troc pour la nourriture,ÇáÚãá Ãæ ãŞÇíÖÉ ÇáØÚÇã ,,,,,,
food_source,gatherring_hunting_fishing,"8. Gathering, hunting, or fishing","8. Rassemblement, chasse ou pêche",ÇáÍÕÇÏ Ãæ ÇáÕíÏ ÇáÈÑí Ãæ ÕíÏ ÇáÓãß ,,,,,,
food_source,borrowing_food,"9. Borrowing food from relatives, hosts, or external parties","9. Dépanner avec de nourriture avec l'aide des parents, des hôtes ou des parties externes",ÇŞÊÑÇÖ ÇáØÚÇã ãä ÇáÃŞÇÑÈ Ãæ ÇáãÖíİíä Ãæ ÇáÃØÑÇİ ÇáÎÇÑÌíÉ   ,,,,,,
food_source,zakat,10. Zakat,10. Zakat,ÇáÒßÇÉ,,,,,,
food_source,other,Other (please specify),11. Autres (Veuillez spécifier s'il vous plait), ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,,
food_source,dk,Don't know,12. Je ne sais pas, áÇ ÃÚÑİ,,,,,,
food_source,dwta,Prefer not to answer,13. Je préfère ne pas répondre, ÃİÖá ÚÏã ÇáÅÌÇÈÉ  ,,,,,,
agriculture_production,no,No,1. Non,áÇ,,,,,,
agriculture_production,yes_crop_production,"2. Yes, crop production","2. Oui, la production agricole","äÚã¡ İí ÒÑÇÚÉ ÇáãÍÇÕíá",,,,,,
agriculture_production,yes_livestock_production,"3. Yes, livestock production","3. Oui, la production animale","äÚã¡ İí ÊÑÈíÉ ÇáãÇÔíÉ",,,,,,
agriculture_production,yes_fishing,"4. Yes, fishing/fisheries","4. Oui, pêche","äÚã¡ İí ÇáÕíÏ",,,,,,
agriculture_production,other,Other (please specify),"5. Oui, Autre (Veuillez spécifier s'il vous plait)","äÚã¡ ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ)",,,,,,
agriculture_production,dk,Don't know,6. Je ne sais pas,áÇ ÃÚÑİ,,,,,,
agriculture_production,dwta,Prefer not to answer,7. je préfère ne pas répondre,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,,
type_jobs,didnt_work,1. Did not work outside the home in the past 30 days,1. N'a pas travaillé à l'extérieur de sa maison au cours des 30 derniers jours,áã íÚãá ÎÇÑÌ ÇáãäÒá ÎáÇá ÇáËáÇËíä íæãğÇ ÇáãÇÖíÉ,,,,,,
type_jobs,permanent_job,2. Permanent job with annual/monthly/weekly wage,2. Emploi permanent avec salaire annuel/mensuel/hebdomadaire,æÙíİÉ ÏÇÆãÉ ÈÃÌÑ Óäæí / ÔåÑí / ÃÓÈæÚí,,,,,,
type_jobs,temporary_job,3. Temporary job with weekly/daily/monthly wage,3. Emploi temporaire avec salaire hebdomadaire/quotidien/mensuel,æÙíİÉ ãÄŞÊÉ ÈÃÌÑ ÃÓÈæÚí / íæãí / ÔåÑí,,,,,,
type_jobs,daily_labour,4. Daily labour,4. Travail quotidien,ÇáÚãá Çáíæãí,,,,,,
type_jobs,other,Other (please specify),5. Autres (Veuillez spécifier s'il vous plait),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,,
type_jobs,dk,Don't know,6. Je ne sais pas,áÇ ÃÚÑİ,,,,,,
type_jobs,dwta,Prefer not to answer,7. Je préfère ne pas répondre,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,,
type_institutions,libyan_owned_business,1. Libyan-owned business (private sector),1. Entreprise libyenne (secteur privé), ÇáãÄÓÓÇÊ ÇáÊÌÇÑíÉ ÇááíÈíÉ (ÇáŞØÇÚ ÇáÎÇÕ),,,,,,
type_institutions,foreign_owned_business,2. Foreign-owned business (private sector),2. Entreprises étrangères (secteur privé),ÇáãÄÓÓÇÊ ÇáÊÌÇÑíÉ ÇáÃÌäÈíÉ (ÇáŞØÇÚ ÇáÎÇÕ),,,,,,
type_institutions,libyan_ngos_csos,"3. Libyan non-profit sector (Libyan NGO, civil society organization, etc.)","3. Secteur libyen à but non lucratif (ONG libyenne, organisation de la société civile, etc.)","ÇáŞØÇÚ ÛíÑ ÇáÑÈÍí ÇááíÈí (ÇáãäÙãÇÊ ÛíÑ ÇáÍßæãíÉ ÇááíÈíÉ¡ ãäÙãÇÊ ÇáãÌÊãÚ ÇáãÏäí¡ ÅáÎ)",,,,,,
type_institutions,international_ngos,"4. International non-profit sector (international NGO, UN agency, etc.)","4. Secteur international à but non lucratif (ONG internationale, agence des Nations Unies, etc.)","ÇáŞØÇÚ ÛíÑ ÇáÑÈÍí ÇáÚÇáãí (ÇáãäÙãÇÊ ÛíÑ ÇáÍßæãíÉ ÇáÏæáíÉ¡ ææßÇáÇÊ ÇáÃãã ÇáãÊÍÏÉ¡ ÅáÎ)",,,,,,
type_institutions,own_family_business,5. Own business or family business,5. Entreprise propre ou familiale,ÇáãÄÓÓÇÊ ÇáÊÌÇÑíÉ ÇáÎÇÕÉ Ãæ ÇáÚÇÆáíÉ,,,,,,
type_institutions,informal_irregular_labour,6. Informal or irregular labour,6. Travail informel ou irrégulier,ÇáÚãá ÛíÑ ÇáÑÓãí Ãæ ÛíÑ ÇáãäÊÙã,,,,,,
type_institutions,other,Other (please specify),7. Autres (Veuillez spécifier s'il vous plait),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,,
type_institutions,dk,Don't know,8. Je ne sais pas,áÇ ÃÚÑİ,,,,,,
type_institutions,dwta,Prefer not to answer,9. Je préfère ne pas répondre,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,,
obtaining_cash_challenge_reasons,lack_work_opportunity,1. Lack of work opportunity,1. Manque d'opportunités de travail,ŞáÉ İÑÕÉ ÇáÚãá,,,,,,
obtaining_cash_challenge_reasons,salary_too_low,2. Salary or wages too low,2. Salaire trop bas,ÇáÑÇÊÈ Ãæ ÇáÃÌæÑ ãäÎİÖÉ ÌÏÇ,,,,,,
obtaining_cash_challenge_reasons,salary_not_regularly_paid,3. Salary or wages not regularly paid,3. Salaire non régulièrement payé ou non payé du tout,ÇáÑÇÊÈ Ãæ ÇáÃÌæÑ áÇ ÊÏİÚ ÈÇäÊÙÇã,,,,,,
obtaining_cash_challenge_reasons,unable_withdraw_frombanks,4. Unable to withdraw enough money from bank account,4. Impossible de retirer suffisamment d'argent du compte bancaire,ÛíÑ ŞÇÏÑ Úáì ÓÍÈ ãÇ íßİí ãä ÇáãÇá ãä ÇáÍÓÇÈ ÇáãÕÑİí,,,,,,
